,,,,,,,,,,,
,Day,Date,Open,High,Low,Close,SMAVG (50) on Close,SMAVG (100) on Close,SMAVG (200) on Close,Volume,SMAVG (150
,Tu,12/1/2015,9.89,10.1975,9.63,9.95,8.9782,8.6006,11.0486,113.254k,295.477k
,Mo,11/30/2015,10.1,10.84,9.73,9.92,8.936,8.6018,11.0787,517.167k,308.217k
,,,,,,,,,,,
,Fr,11/27/2015,9.15,10.22,9,9.98,8.8944,8.5986,11.1138,197.665k,281.567k
,We,11/25/2015,7.7,9.72,7.7,9.24,8.8436,8.5959,11.1494,589.311k,276.567k
,Tu,11/24/2015,7.25,7.73,7.25,7.7,8.8116,8.6045,11.1833,210.911k,261.828k
,Mo,11/23/2015,7.37,7.52,7.2,7.36,8.8054,8.6285,11.2239,126.735k,262.822k
,,,,,,,,,,,
,Fr,11/20/2015,7.36,7.83,7.27,7.37,8.8042,8.6611,11.26,234.166k,266.088k
,Th,11/19/2015,7.3,7.96,7.265,7.37,8.8068,8.6949,11.2926,185.983k,255.875k
,We,11/18/2015,6.58,7.33,6.58,7.25,8.8028,8.7322,11.3265,210.316k,252.506k
,Tu,11/17/2015,6.9,6.97,6.5,6.58,8.8136,8.7781,11.3588,172.09k,256.6k
,Mo,11/16/2015,7.13,7.33,6.74,6.84,8.8314,8.8374,11.3955,289.395k,256.826k
,,,,,,,,,,,
,Fr,11/13/2015,6.71,7.15,6.57,7.13,8.8362,8.8975,11.4337,214.6k,250.881k
,Th,11/12/2015,7.33,7.33,6.6,6.65,8.8334,8.9525,11.4698,336.55k,249.807k
,We,11/11/2015,7.85,7.93,7.26,7.31,8.8406,9.0136,11.5087,298.186k,237.585k
,Tu,11/10/2015,7.99,9.27,7.79,7.84,8.8376,9.0618,11.5429,735.822k,227.115k
,Mo,11/9/2015,11.67,11.8925,10.41,10.43,8.8282,9.1065,11.5775,304.354k,187.757k
,,,,,,,,,,,
,Fr,11/6/2015,10.83,11.58,10.55,11.48,8.764,9.1267,11.6004,117.422k,178.094k
,Th,11/5/2015,11.26,11.6,10.8,10.81,8.676,9.1366,11.6174,122.671k,185.862k
,We,11/4/2015,11.76,12.232,10.9,11.28,8.6048,9.1517,11.637,368.217k,207.271k
,Tu,11/3/2015,11.79,12.3,11.51,11.7,8.5154,9.1623,11.6537,225.825k,196.525k
,Mo,11/2/2015,10.69,12,10.69,11.86,8.4158,9.1681,11.6663,175.724k,191.735k
,,,,,,,,,,,
,Fr,10/30/2015,10.87,11.17,10.6,10.7,8.3092,9.1805,11.6777,80968,190.499k
,Th,10/29/2015,11.31,11.3699,10.84,10.87,8.219,9.2049,11.6946,135.448k,199.075k
,We,10/28/2015,10.33,11.4,10.3,11.3,8.1382,9.2275,11.7136,271.726k,210.486k
,Tu,10/27/2015,10.32,10.64,10,10.27,8.0548,9.2444,11.732,175.478k,203.07k
,Mo,10/26/2015,11.01,11.2797,10.21,10.4,7.9986,9.2764,11.7589,200.219k,207.603k
,,,,,,,,,,,
,Fr,10/23/2015,10.43,11,10.04,10.9,7.9428,9.3013,11.7895,198.497k,207.11k
,Th,10/22/2015,10.41,10.8599,10.37,10.77,7.869,9.3217,11.8226,153.225k,201.898k
,We,10/21/2015,11,11,10.29,10.32,7.808,9.3379,11.8528,141.135k,201.663k
,Tu,10/20/2015,10.31,11,10.31,10.97,7.7578,9.3558,11.8843,145.442k,198.881k
,Mo,10/19/2015,10.32,10.92,9.85,10.33,7.7184,9.3716,11.9128,159.407k,195.242k
,,,,,,,,,,,
,Fr,10/16/2015,10.52,11,9.68,10.4,7.6836,9.3959,11.9439,233.942k,189.795k
,Th,10/15/2015,9.7,10.5,9.65,10.45,7.6512,9.4218,11.9759,443.812k,181.579k
,We,10/14/2015,9.9,9.9849,9.41,9.72,7.6108,9.4402,12.0057,207.021k,161.388k
,Tu,10/13/2015,9.47,10,9.0183,9.88,7.5886,9.4657,12.0425,153.988k,163.185k
,Mo,10/12/2015,9.48,9.79,9.06,9.52,7.5744,9.4927,12.0829,157.179k,168.988k
,,,,,,,,,,,
,Fr,10/9/2015,9.68,10.1,9.03,9.57,7.5774,9.5204,12.1119,209.605k,166.601k
,Th,10/8/2015,8.68,9.87,8.62,9.58,7.5792,9.5462,12.1395,306.608k,165.219k
,We,10/7/2015,8.18,8.83,8.15,8.68,7.5732,9.5741,12.1698,160.497k,155.171k
,Tu,10/6/2015,7.52,8.16,7.52,8.13,7.5846,9.6128,12.2051,243.469k,150.352k
,Mo,10/5/2015,6.97,7.8,6.97,7.56,7.6078,9.6586,12.2442,192.818k,140.105k
,,,,,,,,,,,
,Fr,10/2/2015,6.67,7.09,6.62,6.9,7.6404,9.713,12.2874,120.317k,139.066k
,Th,10/1/2015,6.65,6.93,6.61,6.78,7.6926,9.7778,12.3311,149.704k,145.218k
,We,9/30/2015,6.68,6.89,6.5,6.71,7.7508,9.8401,12.3766,99403,152.74k
,Tu,9/29/2015,6.79,6.9499,6.5,6.54,7.8128,9.9006,12.4328,90856,167.297k
,Mo,9/28/2015,6.98,7.14,6.79,6.8,7.8812,9.9612,12.4915,77713,184.633k
,,,,,,,,,,,
,Fr,9/25/2015,7.33,7.4609,7,7.01,7.9546,10.0189,12.5481,110.688k,191.019k
,Th,9/24/2015,7,7.37,6.87,7.25,8.0262,10.0817,12.6074,140.949k,204.658k
,We,9/23/2015,7.42,7.55,7.07,7.11,8.092,10.1426,12.6668,233.982k,212.352k
,Tu,9/22/2015,7.75,7.93,7.43,7.44,8.1618,10.2059,12.7326,241.025k,217.809k
,Mo,9/21/2015,7.84,8,7.66,7.84,8.223,10.2686,12.7997,121.379k,208.623k
,,,,,,,,,,,
,Fr,9/18/2015,7.3,7.84,7.25,7.84,8.2676,10.3327,12.8673,188.879k,216.266k
,Th,9/17/2015,7.59,7.84,7.42,7.44,8.3028,10.4019,12.9347,155.89k,224.403k
,We,9/16/2015,7.43,7.75,7.3898,7.64,8.3482,10.4707,13.0021,88203,227.062k
,Tu,9/15/2015,7.29,7.54,7.23,7.39,8.3974,10.5404,13.0806,89768,240.477k
,Mo,9/14/2015,7.5,7.54,7.21,7.3,8.4516,10.6165,13.1581,177.231k,253.584k
,,,,,,,,,,,
,Fr,9/11/2015,7.58,7.59,7.18,7.5,8.518,10.6918,13.2364,212.594k,263.36k
,Th,9/10/2015,7.7,7.96,7.13,7.17,8.583,10.7665,13.3124,262.535k,266.219k
,We,9/9/2015,7.48,8.09,7.47,7.79,8.6616,10.8494,13.3822,317.766k,269.766k
,Tu,9/8/2015,7.24,7.77,7.022,7.47,8.7426,10.921,13.449,350.893k,263.219k
,,,,,,,,,,,
,Fr,9/4/2015,6.85,7.15,6.79,7.08,8.8434,11.001,13.519,173.51k,245.65k
,Th,9/3/2015,7,7.13,6.76,6.99,8.9588,11.0869,13.5941,315.271k,243.326k
,We,9/2/2015,7.25,7.26,6.78,7.01,9.0716,11.1679,13.6679,256.361k,237.452k
,Tu,9/1/2015,7.23,7.3499,7,7.16,9.1866,11.2481,13.7388,315.832k,234.945k
,Mo,8/31/2015,7.08,7.54,6.98,7.37,9.286,11.3337,13.802,103.235k,237.67k
,,,,,,,,,,,
,Fr,8/28/2015,6.77,7.37,6.75,7.22,9.3848,11.4133,13.8654,236.024k,243.861k
,Th,8/27/2015,7.32,7.8,6.924,7.08,9.4894,11.4912,13.9326,310.933k,241.003k
,We,8/26/2015,7.29,7.29,6.93,7.25,9.5972,11.5639,14.0022,195.777k,251.586k
,Tu,8/25/2015,7.33,7.4,6.81,6.81,9.6986,11.6337,14.0704,289.423k,258.8k
,Mo,8/24/2015,6.06,7.23,5.85,6.72,9.8092,11.704,14.1432,286.377k,250.794k
,,,,,,,,,,,
,Fr,8/21/2015,5.95,6.69,5.81,6.53,9.9204,11.772,14.2157,323.875k,242.712k
,Th,8/20/2015,6.75,6.75,6.18,6.19,10.0518,11.8432,14.299,255.466k,235.87k
,We,8/19/2015,7.18,7.2,6.7,6.83,10.1908,11.9168,14.396,315.741k,238.227k
,Tu,8/18/2015,7.41,7.46,6.941,7.13,10.3168,11.9881,14.4846,219.565k,225.889k
,Mo,8/17/2015,7.51,7.8699,7.45,7.46,10.434,12.0558,14.5716,87365,225.471k
,,,,,,,,,,,
,Fr,8/14/2015,7.19,7.67,7.13,7.61,10.5542,12.1192,14.6547,138.651k,231.179k
,Th,8/13/2015,7.76,7.945,7.13,7.21,10.6598,12.1824,14.7396,227.148k,234.12k
,We,8/12/2015,7.65,7.88,7.4142,7.72,10.7744,12.2457,14.82,218.758k,228.65k
,Tu,8/11/2015,8.16,8.89,7.73,7.81,10.8678,12.3057,14.8874,356.715k,220.238k
,Mo,8/10/2015,8.57,9.38,8.57,9,10.9538,12.3686,14.9532,196.103k,203.597k
,,,,,,,,,,,
,Fr,8/7/2015,8.67,9.18,8.5,8.59,11.0248,12.4244,15.0108,193.155k,199.011k
,Th,8/6/2015,8.52,9.11,8.22,8.78,11.1082,12.479,15.0757,469.668k,193.59k
,We,8/5/2015,8.58,8.7399,8.19,8.43,11.1924,12.5427,15.1417,303.993k,168.427k
,Tu,8/4/2015,9.12,9.142,8.4,8.61,11.2696,12.6095,15.2193,169.329k,153.731k
,Mo,8/3/2015,9.69,9.73,9.0101,9.17,11.3428,12.6681,15.2957,165.155k,149.228k
,,,,,,,,,,,
,Fr,7/31/2015,9.6,9.8714,9.59,9.67,11.411,12.7177,15.3525,221.235k,146.985k
,Th,7/30/2015,9,9.8,8.85,9.66,11.4634,12.7615,15.4011,290.828k,144.211k
,We,7/29/2015,9.22,9.45,9.11,9.28,11.5132,12.8054,15.4472,130.672k,133.702k
,Tu,7/28/2015,9.3,9.3987,8.8,9.25,11.575,12.8539,15.4997,213.291k,133.207k
,Mo,7/27/2015,9.09,9.43,8.8,9.29,11.641,12.9078,15.5445,172.982k,133.535k
,,,,,,,,,,,
,Fr,7/24/2015,9.51,9.5999,9.0835,9.19,11.7094,12.9572,15.5873,182.768k,136.513k
,Th,7/23/2015,9.7,9.87,9.4559,9.51,11.7856,13.0121,15.6285,145.101k,133.904k
,We,7/22/2015,9.75,9.92,9.65,9.69,11.863,13.0689,15.6711,92574,138.446k
,Tu,7/21/2015,9.85,10,9.69,9.81,11.9294,13.1233,15.7121,107.101k,153.73k
,Mo,7/20/2015,10.38,10.44,9.8,9.96,11.9884,13.1805,15.7581,127.307k,162.482k
,,,,,,,,,,,
,Fr,7/17/2015,10.5,10.93,10.41,10.47,12.0412,13.2288,15.8031,111.842k,176.406k
,Th,7/16/2015,10.64,10.83,10.51,10.59,12.0832,13.2723,15.8552,92231,174.001k
,We,7/15/2015,10.64,10.82,10.4,10.54,12.1372,13.321,15.9122,83553,176.849k
,Tu,7/14/2015,10.55,10.96,10.3065,10.6,12.1932,13.3788,15.9731,101.787k,182.508k
,Mo,7/13/2015,10.25,10.57,10.1517,10.5,12.25,13.4368,16.0364,131.498k,184.344k
,,,,,,,,,,,
,Fr,7/10/2015,9.69,10.44,9.57,10.07,12.3142,13.4966,16.108,179.631k,186.815k
,Th,7/9/2015,9.91,9.93,9.45,9.6,12.3978,13.5557,16.1854,133.189k,180.355k
,We,7/8/2015,10.03,10.05,9.621,9.71,12.501,13.629,16.2661,123.246k,177.825k
,Tu,7/7/2015,9.95,10.24,9.3321,10.1,12.5932,13.7028,16.3491,218.208k,174.661k
,Mo,7/6/2015,10.49,10.6199,9.9,10.1,12.6834,13.762,16.43,217.663k,175.457k
,,,,,,,,,,,
,Th,7/2/2015,10.68,11,10.3613,10.62,12.7814,13.8192,16.5121,143.626k,178.237k
,We,7/1/2015,11.3,11.42,10.625,10.75,12.8656,13.8589,16.5905,213.237k,184.292k
,Tu,6/30/2015,11.94,12.02,11.08,11.1,12.95,13.8903,16.6677,321.826k,179.902k
,Mo,6/29/2015,12.26,12.39,11.81,11.84,13.0372,13.9208,16.7537,238.389k,163.777k
,,,,,,,,,,,
,Fr,6/26/2015,12.81,12.94,12.44,12.51,13.0994,13.9394,16.8403,336.171k,154.471k
,Th,6/25/2015,12.7,12.93,12.52,12.85,13.1586,13.9536,16.9218,75753,139.356k
,We,6/24/2015,12.88,12.99,12.36,12.63,13.215,13.9698,16.9947,134.962k,140.887k
,Tu,6/23/2015,12.15,12.9799,12.0176,12.76,13.2642,13.987,17.0724,168.441k,140.052k
,Mo,6/22/2015,12.33,12.46,12,12.13,13.3096,14.0038,17.1448,129.326k,135.225k
,,,,,,,,,,,
,Fr,6/19/2015,12.4,12.54,12.26,12.31,13.3814,14.0241,17.2193,168.563k,134.001k
,Th,6/18/2015,12.53,12.5805,12.31,12.45,13.4418,14.0485,17.2939,82725,136.622k
,We,6/17/2015,12.39,12.6,12.176,12.47,13.493,14.074,17.3726,95237,136.796k
,Tu,6/16/2015,12.29,12.3999,12.101,12.32,13.5306,14.0982,17.4566,75789,141.812k
,Mo,6/15/2015,12.16,12.439,11.88,12.34,13.5688,14.1224,17.5444,230.15k,142.395k
,,,,,,,,,,,
,Fr,6/12/2015,12.3,12.67,11.9001,12.28,13.5988,14.1451,17.6269,259.355k,132.136k
,Th,6/11/2015,13.41,13.45,12.87,13.1,13.6236,14.1644,17.7089,234.45k,122.904k
,We,6/10/2015,13.21,13.7799,13.06,13.14,13.6346,14.175,17.7878,147.397k,114.516k
,Tu,6/9/2015,13.05,13.35,13.03,13.13,13.6428,14.1843,17.8624,79945,113.174k
,Mo,6/8/2015,13.47,13.47,12.835,12.99,13.6594,14.1998,17.9321,98795,122.871k
,,,,,,,,,,,
,Fr,6/5/2015,12.79,13.47,12.66,13.47,13.6776,14.2196,18.0027,109.456k,130.228k
,Th,6/4/2015,12.87,13.215,12.696,12.89,13.6842,14.2414,18.0727,98714,130.667k
,We,6/3/2015,12.34,13.1297,12.34,12.94,13.705,14.2778,18.1453,122.442k,134.811k
,Tu,6/2/2015,12.06,12.58,12.06,12.39,13.717,14.3236,18.2187,96025,137.38k
,Mo,6/1/2015,12.72,12.72,12.11,12.11,13.7436,14.3677,18.3001,110.969k,139.725k
,,,,,,,,,,,
,Fr,5/29/2015,12.72,12.8045,12.4,12.55,13.7834,14.4129,18.3873,207.878k,138.347k
,Th,5/28/2015,12.88,12.98,12.57,12.76,13.824,14.4539,18.4758,85344,132.259k
,We,5/27/2015,12.33,13,12.26,12.99,13.8498,14.4919,18.5686,170.472k,145.476k
,Tu,5/26/2015,12.26,12.52,12.06,12.29,13.893,14.53,18.6558,84533,141.876k
,,,,,,,,,,,
,Fr,5/22/2015,12.58,12.6201,12.21,12.27,13.9494,14.5713,18.7543,76260,142.593k
,Th,5/21/2015,12.2,12.92,12.2,12.58,13.9934,14.6193,18.8426,120.884k,149.132k
,We,5/20/2015,12.16,12.48,12.16,12.29,14.0244,14.6732,18.9283,108.626k,152.881k
,Tu,5/19/2015,12.29,12.3785,12.13,12.15,14.0596,14.7035,19.0221,127.27k,154.514k
,Mo,5/18/2015,12.41,12.77,11.858,12.37,14.0976,14.7327,19.1194,225.404k,152.845k
,,,,,,,,,,,
,Fr,5/15/2015,12.69,12.89,12.43,12.55,14.1328,14.7654,19.2211,209.141k,150.036k
,Th,5/14/2015,13.05,13.19,12.69,12.71,14.1746,14.7973,19.3438,116.042k,146.432k
,We,5/13/2015,13.29,13.58,12.85,13,14.205,14.8298,19.4451,160.873k,143.136k
,Tu,5/12/2015,12.79,13.7,12.71,13.38,14.2386,14.8618,19.541,160.978k,142.109k
,Mo,5/11/2015,12.5,13.18,12.5,13.01,14.2748,14.8844,19.6391,131.194k,138.572k
,,,,,,,,,,,
,Fr,5/8/2015,12.8,12.89,12.42,12.76,14.3172,14.9132,19.7388,90301,138.807k
,Th,5/7/2015,12.63,12.65,12.3,12.6,14.3726,14.965,19.8435,116.559k,141.859k
,We,5/6/2015,13.27,13.49,12.4,12.57,14.4164,15.0217,19.9487,283.602k,146.219k
,Tu,5/5/2015,13.37,13.49,13.02,13.29,14.4614,15.0773,20.053,116.47k,139.439k
,Mo,5/4/2015,13.42,13.89,13.3,13.34,14.5048,15.1332,20.1563,95287,138.176k
,,,,,,,,,,,
,Fr,5/1/2015,13.71,13.98,13.29,13.44,14.5644,15.191,20.257,174.351k,155.124k
,Th,4/30/2015,14.24,14.3337,13.6,13.71,14.6236,15.2594,20.3592,177.116k,153.078k
,We,4/29/2015,14.57,14.65,14.11,14.25,14.679,15.3308,20.4683,133.126k,155.288k
,Tu,4/28/2015,14.3,14.89,14.3,14.76,14.7136,15.4018,20.5801,102.238k,162.074k
,Mo,4/27/2015,14.63,14.7737,14.03,14.32,14.757,15.4676,20.6889,183.265k,164.608k
,,,,,,,,,,,
,Fr,4/24/2015,14.64,15.1896,14.55,14.61,14.8124,15.5335,20.7964,155.073k,163.03k
,Th,4/23/2015,14.82,15.05,14.56,15,14.8406,15.6208,20.9076,66602,161.781k
,We,4/22/2015,14.96,15.0642,14.4816,14.83,14.857,15.6997,21.0212,145.467k,166.243k
,Tu,4/21/2015,15.65,15.7,14.94,14.97,14.8522,15.7809,21.1366,107.928k,164.129k
,Mo,4/20/2015,14.97,15.74,14.8,15.46,14.8306,15.8582,21.2741,134.718k,175.658k
,,,,,,,,,,,
,Fr,4/17/2015,15.33,15.4,14.7077,14.95,14.8044,15.9151,21.4125,136.09k,176.173k
,Th,4/16/2015,15.8,15.97,15.45,15.47,14.7794,15.977,21.5625,181.946k,181.565k
,We,4/15/2015,15.12,15.88,15.12,15.67,14.7486,16.037,21.6833,181.902k,179.608k
,Tu,4/14/2015,15.03,15.15,14.55,15.09,14.7246,16.1012,21.7929,97534,187.083k
,Mo,4/13/2015,15.6,15.81,14.37,15.03,14.7098,16.168,21.9053,349.503k,203.81k
,,,,,,,,,,,
,Fr,4/10/2015,15.33,15.97,15.24,15.72,14.698,16.2296,22.0091,143.668k,214.304k
,Th,4/9/2015,14.87,15.49,14.87,15.33,14.6668,16.2704,22.1085,210.256k,221.563k
,We,4/8/2015,14.37,15.14,14.36,15.01,14.6552,16.3175,22.2076,234.916k,228.241k
,Tu,4/7/2015,14.18,14.66,14.16,14.35,14.655,16.3739,22.3063,140.247k,254.818k
,Mo,4/6/2015,13.69,14.37,13.69,14.23,14.6658,16.4405,22.3948,159.601k,273.007k
,,,,,,,,,,,
,Th,4/2/2015,13.47,14.12,13.33,13.84,14.676,16.5072,22.4788,136.339k,278.893k
,We,4/1/2015,13.71,13.82,13.33,13.52,14.6914,16.5824,22.5664,133.532k,283.985k
,Tu,3/31/2015,13.44,13.88,13.4001,13.65,14.7052,16.6595,22.6462,113.754k,288.694k
,Mo,3/30/2015,13.97,14.25,13.27,13.55,14.7154,16.7548,22.7229,280.866k,291.632k
,,,,,,,,,,,
,Fr,3/27/2015,14.21,14.3999,13.93,13.96,14.7258,16.8751,22.7922,142.436k,287.396k
,Th,3/26/2015,13.8,14.49,13.8,13.9,14.7402,16.9812,22.8612,216.976k,289.23k
,We,3/25/2015,13.95,14.065,13.5853,13.8,14.7616,17.0875,22.9306,152.587k,288.494k
,Tu,3/24/2015,13.57,14.08,13.5,13.93,14.7986,17.1903,22.9995,294.03k,298.655k
,Mo,3/23/2015,13.61,13.6595,13.19,13.54,14.8506,17.2968,23.0721,348.435k,294.517k
,,,,,,,,,,,
,Fr,3/20/2015,14.07,14.1,13.34,13.72,14.9302,17.3942,23.1481,506.923k,287.227k
,Th,3/19/2015,14.52,14.65,13.99,14.1,14.9918,17.4691,23.2218,252.54k,269.719k
,We,3/18/2015,14.05,14.95,14.05,14.58,15.0424,17.5379,23.297,310.438k,278.474k
,Tu,3/17/2015,14.05,14.8,13.75,14.05,15.0838,17.5973,23.3719,633.561k,274.288k
,Mo,3/16/2015,15.39,15.64,14.9,15.15,15.134,17.6724,23.45,413.093k,276.423k
,,,,,,,,,,,
,Fr,3/13/2015,14.5,15.2,14.45,15.11,15.167,17.7406,23.5182,247.889k,267.09k
,Th,3/12/2015,14.15,14.48,13.98,14.47,15.1932,17.8292,23.5833,212.71k,268.608k
,We,3/11/2015,14.16,14.39,13.9401,14.13,15.2452,17.9234,23.6541,204.177k,267.929k
,Tu,3/10/2015,13.9,14.5,13.9,14.05,15.322,17.9873,23.7209,157.813k,271.017k
,Mo,3/9/2015,14.06,14.4,13.9,14.05,15.3474,18.0407,23.7939,217.338k,276.219k
,,,,,,,,,,,
,Fr,3/6/2015,14.3,14.68,14.08,14.13,15.3678,18.089,23.852,169.941k,289.621k
,Th,3/5/2015,14.17,14.804,14.17,14.64,15.398,18.1455,23.9099,205.938k,308.91k
,We,3/4/2015,14.6,14.68,14.02,14.23,15.42,18.1812,23.9659,304.995k,320.034k
,Tu,3/3/2015,15.22,15.4899,14.63,14.68,15.4546,18.2174,24.0273,231.968k,337.26k
,Mo,3/2/2015,15.28,15.6699,15.03,15.19,15.485,18.2449,24.0814,239.086k,341.038k
,,,,,,,,,,,
,Fr,2/27/2015,15.48,16,15.05,15.13,15.494,18.2732,24.1596,244.3k,338.736k
,Th,2/26/2015,14.7,16.1,14.7,15.53,15.5092,18.301,24.235,383.87k,343.724k
,We,2/25/2015,14.89,15.6162,14.7219,14.79,15.5574,18.3357,24.3135,247.635k,336.186k
,Tu,2/24/2015,15.38,15.76,14.57,14.82,15.627,18.3774,24.4002,665.594k,348.938k
,Mo,2/23/2015,16.36,16.6,15.35,15.46,15.6932,18.4381,24.4969,273.093k,318.229k
,,,,,,,,,,,
,Fr,2/20/2015,16.34,16.67,16.2,16.32,15.7616,18.5035,24.5997,270.657k,312.008k
,Th,2/19/2015,16.36,16.64,16.01,16.4,15.8176,18.5674,24.699,202.533k,309.864k
,We,2/18/2015,16.16,16.99,15.98,16.48,15.8952,18.6361,24.7986,250.491k,316.587k
,Tu,2/17/2015,16.93,17.1999,15.81,15.98,15.9826,18.7195,24.8892,235.847k,321.817k
,,,,,,,,,,,
,Fr,2/13/2015,17.16,17.79,15.7,16.93,16.09,18.815,24.9861,418.365k,321.861k
,Th,2/12/2015,15.81,17.45,15.6242,17.09,16.1782,18.9031,25.0742,459.283k,311.369k
,We,2/11/2015,15.88,16.67,15.5,16.02,16.2546,18.9954,25.1503,372.798k,295.587k
,Tu,2/10/2015,14.62,15.95,14.56,15.82,16.401,19.0981,25.2314,563.385k,294.865k
,Mo,2/9/2015,13.78,14.73,13.61,14.59,16.5424,19.205,25.3097,288.633k,278.123k
,,,,,,,,,,,
,Fr,2/6/2015,14.23,14.43,13.67,13.89,16.7096,19.322,25.4022,204.562k,275.559k
,Th,2/5/2015,13.85,14.45,13.7,14.15,16.8858,19.4452,25.494,319.121k,282.165k
,We,2/4/2015,13.92,14.35,13.52,13.7,17.0258,19.5866,25.5851,270.787k,280.636k
,Tu,2/3/2015,13.75,14.3,13.4,13.93,17.1746,19.7412,25.67,438.927k,294.228k
,Mo,2/2/2015,14.35,14.6677,13.81,14.47,17.3254,19.89,25.7476,204.949k,293.734k
,,,,,,,,,,,
,Fr,1/30/2015,14.29,14.726,14.12,14.35,17.4778,20.0196,25.8172,179.786k,304.556k
,Th,1/29/2015,14.3,14.67,13.82,14.44,17.6262,20.1578,25.8734,238.491k,329.306k
,We,1/28/2015,14.69,14.76,13.7501,14.16,17.7612,20.2858,25.9307,303.384k,335.114k
,Tu,1/27/2015,14.6,14.95,14.35,14.75,17.874,20.4145,25.9972,328.936k,334.995k
,Mo,1/26/2015,14.9,15.44,14.9,15,17.9798,20.5393,26.0689,236.507k,342.087k
,,,,,,,,,,,
,Fr,1/23/2015,15.19,15.27,14.64,14.89,18.0928,20.6712,26.1514,260.987k,340.737k
,Th,1/22/2015,14.91,15.14,14.41,14.74,18.2152,20.815,26.2315,222.553k,352.652k
,We,1/21/2015,14.22,15.0328,13.93,14.61,18.3384,20.9664,26.3154,361.965k,368.667k
,Tu,1/20/2015,14.12,14.5,13.67,14.21,18.4734,21.1088,26.4099,312.26k,386.919k
,,,,,,,,,,,
,Fr,1/16/2015,14.02,14.28,13.78,14.16,18.6138,21.2533,26.5117,250.163k,416.955k
,Th,1/15/2015,14.81,14.81,13.85,14.07,18.7942,21.4007,26.6206,303.661k,412.313k
,We,1/14/2015,14.77,15.11,14.23,14.68,19.0244,21.5406,26.729,296.178k,411.464k
,Tu,1/13/2015,16.55,16.55,14.61,14.97,19.2222,21.6645,26.8347,474.676k,413.805k
,Mo,1/12/2015,16.65,16.844,15.45,15.65,19.4134,21.7858,26.9361,431.519k,407.034k
,,,,,,,,,,,
,Fr,1/9/2015,17.71,17.92,16.49,16.53,19.582,21.904,27.0378,367.277k,408.776k
,Th,1/8/2015,16.84,17.89,16.68,17.52,19.743,22.0129,27.1284,551.029k,410.611k
,We,1/7/2015,16.83,17.27,16.19,16.8,19.8582,22.1138,27.2174,325.614k,395.329k
,Tu,1/6/2015,16.73,16.74,16,16.63,19.9464,22.2324,27.3095,301.602k,419.58k
,Mo,1/5/2015,16.61,17.12,16,16.65,20.0334,22.3616,27.4075,435.309k,415.372k
,,,,,,,,,,,
,Fr,1/2/2015,16.97,17.45,16.21,16.56,20.1108,22.4977,27.5212,216.267k,411.009k
,We,12/31/2014,16.42,17.17,16.17,16.8,20.2108,22.6453,27.6572,439.708k,415.457k
,Tu,12/30/2014,16.87,17.28,16.3,16.42,20.3142,22.7817,27.7847,462.77k,404.293k
,Mo,12/29/2014,18,18.36,16.66,17.07,20.4652,22.9373,27.9118,635.758k,401.949k
,,,,,,,,,,,
,Fr,12/26/2014,15.3,18,15.22,17.97,20.6016,23.0658,28.0261,762.788k,376.746k
,We,12/24/2014,14.95,15.5,14.91,15.32,20.6526,23.1834,28.1421,180.532k,342.915k
,Tu,12/23/2014,15.68,15.74,15.06,15.07,20.734,23.3407,28.275,290.937k,349.689k
,Mo,12/22/2014,15.71,15.94,15.53,15.64,20.8102,23.5061,28.4118,331.295k,348.151k
,,,,,,,,,,,
,Fr,12/19/2014,16,16.31,15.52,15.74,20.893,23.6768,28.5476,373.103k,354.121k
,Th,12/18/2014,16.53,16.69,15.9,15.96,20.9424,23.8902,28.6936,457.654k,340.526k
,We,12/17/2014,15.65,16.47,15.65,16.2,20.9802,24.0604,28.8296,394.799k,326.786k
,Tu,12/16/2014,15.67,16.59,15.29,15.64,21.0048,24.2202,28.9752,321.796k,320.947k
,Mo,12/15/2014,17.99,18.49,15.805,15.89,21.0524,24.3938,29.1274,689.375k,326.188k
,,,,,,,,,,,
,Fr,12/12/2014,18,18.28,17.79,17.94,21.0928,24.5644,29.2734,238.489k,299.098k
,Th,12/11/2014,18.2,19.34,18.04,18.27,21.114,24.722,29.4152,369.86k,300.752k
,We,12/10/2014,18.82,19.31,18.06,18.13,21.1278,24.8758,29.5575,282.994k,298.61k
,Tu,12/9/2014,19,19.311,18.51,18.88,21.183,25.0287,29.6936,272.239k,297.518k
,Mo,12/8/2014,20.02,20.69,19,19.12,21.2454,25.1794,29.826,427.619k,302.035k
,,,,,,,,,,,
,Fr,12/5/2014,20.81,21.34,20.12,20.28,21.3172,25.323,29.959,257.704k,303.152k
,Th,12/4/2014,20.83,21.72,20.5,20.85,21.377,25.459,30.0896,255.325k,325.437k
,We,12/3/2014,21,22.49,20.9101,21.35,21.4564,25.6059,30.2188,282.141k,345.226k
,Tu,12/2/2014,20.8,22.1799,20.5,21.34,21.54,25.7584,30.3398,267.871k,350.858k
,Mo,12/1/2014,23.25,23.25,20.8001,20.91,21.628,25.9101,30.4696,420.853k,367.081k
,,,,,,,,,,,
,Fr,11/28/2014,22.92,23.6,22.82,23.34,21.7362,26.0593,30.5919,169.172k,353.34k
,We,11/26/2014,23,23.4999,22.8,22.89,21.7952,26.1943,30.6982,251.557k,363.664k
,Tu,11/25/2014,22.85,23.649,22.33,22.95,21.8676,26.3426,30.7988,307.21k,369.459k
